train_number,train_name,train_type,corridor_id,source_code,dest_code,run_days,corridor_stops,train_gap_coverage_potential
31813,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat",SDAH(--/05:37) -> RHA(07:25/07:26) -> KNJ(08:00/--),13 mins
31814,Krishnanagar City - Sealdah Galloping Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/05:00) -> RHA(05:33/05:34) -> SDAH(07:12/--),39 mins
31815,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/06:10) -> RHA(07:58/07:59) -> KNJ(08:34/--),14 mins
31816,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/06:07) -> RHA(06:39/06:40) -> SDAH(08:27/--),42 mins
31817,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/06:55) -> RHA(08:44/08:45) -> KNJ(09:22/--),14 mins
31818,Krishnanagar City - Sealdah Galloping Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/07:04) -> RHA(07:38/07:39) -> SDAH(09:22/--),41 mins
31819,Sealdah - Krishnanagar City Galloping Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/07:52) -> RHA(09:35/09:36) -> KNJ(10:10/--),13 mins
31820,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/09:00) -> RHA(09:30/09:31) -> SDAH(11:22/--),44 mins
31821,Sealdah - Krishnanagar City Galloping Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/09:34) -> RHA(11:17/11:18) -> KNJ(11:50/--),12 mins
31822,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/09:50) -> RHA(10:23/10:24) -> SDAH(12:10/--),42 mins
31824,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/12:12) -> RHA(12:43/12:44) -> SDAH(14:30/--),42 mins
31825,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/10:52) -> RHA(12:41/12:42) -> KNJ(13:18/--),14 mins
31827,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/12:05) -> RHA(13:53/13:54) -> KNJ(14:26/--),12 mins
31828,Krishnanagar City - Sealdah Galloping Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/14:15) -> RHA(14:45/14:46) -> SDAH(16:15/--),35 mins
31829,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/13:15) -> RHA(15:03/15:04) -> KNJ(15:35/--),12 mins
31830,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/15:20) -> RHA(15:52/15:53) -> SDAH(17:37/--),41 mins
31831,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/15:25) -> RHA(17:15/17:16) -> KNJ(17:50/--),13 mins
31832,Krishnanagar City - Sealdah Galloping Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/16:20) -> RHA(16:51/16:52) -> SDAH(18:40/--),43 mins
31833,Sealdah - Krishnanagar City Galloping Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/16:08) -> RHA(18:00/18:02) -> KNJ(18:35/--),13 mins
31834,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/18:32) -> RHA(19:11/19:12) -> SDAH(20:58/--),42 mins
31835,Sealdah - Krishnanagar City Galloping Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/17:34) -> RHA(19:16/19:18) -> KNJ(19:49/--),12 mins
31836,Krishnanagar City - Sealdah Galloping Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/19:24) -> RHA(19:57/19:58) -> SDAH(21:43/--),42 mins
31837,Sealdah - Krishnanagar City Galloping Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/18:43) -> RHA(20:26/20:27) -> KNJ(20:59/--),12 mins
31838,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat",KNJ(--/20:00) -> RHA(20:35/20:36) -> SDAH(22:25/--),43 mins
31840,Krishnanagar City - Sealdah Galloping Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/20:25) -> RHA(21:02/21:08) -> SDAH(22:55/--),42 mins
31841,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/19:35) -> RHA(21:23/21:24) -> KNJ(21:57/--),13 mins
31843,Sealdah - Krishnanagar City Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/20:55) -> RHA(22:46/22:47) -> KNJ(23:17/--),12 mins
31844,Krishnanagar City - Sealdah Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(--/22:22) -> RHA(22:53/22:54) -> SDAH(00:40/--),42 mins
31845,Sealdah - Krishnanagar City AC Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat",SDAH(--/09:48) -> RHA(11:37/11:38) -> KNJ(12:07/--),11 mins
31846,Krishnanagar City - Sealdah AC Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat",KNJ(--/13:30) -> RHA(13:55/13:56) -> SDAH(15:40/--),41 mins
31847,Sealdah - Krishnanagar City AC Local,SUBURBAN,sdah_knj_line,SDAH,KNJ,sun,SDAH(--/11:55) -> RHA(13:43/13:44) -> KNJ(14:11/--),10 mins
31848,Krishnanagar City - Sealdah AC Local,SUBURBAN,sdah_knj_line,KNJ,SDAH,sun,KNJ(--/16:05) -> RHA(16:36/16:37) -> SDAH(18:20/--),41 mins
53171,Sealdah - Lalgola Passenger,PASSENGER,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/03:45) -> RHA(05:34/05:36) -> KNJ(06:20/06:23),17 mins
53172,Lalgola - Sealdah Passenger,PASSENGER,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(01:25/01:29) -> RHA(02:10/02:18) -> SDAH(04:30/--),52 mins
53175,Sealdah - Lalgola Passenger,PASSENGER,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/12:40) -> RHA(14:24/14:26) -> KNJ(15:13/15:15),18 mins
53178,Lalgola - Sealdah Passenger,PASSENGER,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(12:25/12:28) -> RHA(13:15/13:17) -> SDAH(15:12/--),46 mins
53180,Lalgola - Sealdah Passenger,PASSENGER,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(17:29/17:31) -> RHA(18:12/18:16) -> SDAH(20:10/--),45 mins
53181,Sealdah - Lalgola Passenger,PASSENGER,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/23:30) -> RHA(01:12/01:14) -> KNJ(02:02/02:07),19 mins
63103,Sealdah - Lalgola MEMU,MEMU,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/19:15) -> RHA(21:03/21:04) -> KNJ(21:30/21:32),10 mins
63104,Lalgola - Sealdah MEMU,MEMU,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(13:48/13:50) -> RHA(14:23/14:24) -> SDAH(16:00/--),38 mins
63105,Sealdah - Lalgola MEMU,MEMU,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/20:20) -> RHA(21:58/21:59) -> KNJ(22:26/22:27),10 mins
63106,Lalgola - Sealdah MEMU,MEMU,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(21:09/21:10) -> RHA(21:45/21:46) -> SDAH(23:25/--),39 mins
63107,Sealdah - Lalgola MEMU,MEMU,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/10:28) -> RHA(12:08/12:09) -> KNJ(12:35/12:37),10 mins
63108,Lalgola - Sealdah MEMU,MEMU,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(07:28/07:30) -> RHA(08:12/08:14) -> SDAH(10:05/--),44 mins
63176,Lalgola - Sealdah MEMU,MEMU,sdah_knj_line,KNJ,SDAH,"mon,tue,wed,thu,fri,sat,sun",KNJ(10:20/10:22) -> RHA(11:02/11:03) -> SDAH(12:45/--),40 mins
63177,Sealdah - Lalgola MEMU,MEMU,sdah_knj_line,SDAH,KNJ,"mon,tue,wed,thu,fri,sat,sun",SDAH(--/16:40) -> RHA(18:19/18:21) -> KNJ(19:01/19:02),16 mins
